date_hour,mean_indoor_temperature,mean_indoor_heat_index,mean_outdoor_temperature,mean_outdoor_heat_index,indoor_temperature_difference,indoor_heat_index_difference
2019-06-24T19:00:00Z,79.8,80.3,84,90,-4.200000000000003,-9.700000000000003
2019-06-24T20:00:00Z,80.8,81.6,82,86,-1.2000000000000028,-4.400000000000006
2019-06-24T21:00:00Z,81.4,82.3,80.1,84,1.3000000000000114,-1.7000000000000028
2019-06-24T22:00:00Z,81.8,83,79,82,2.799999999999997,1
2019-06-24T23:00:00Z,82.2,83.6,78.1,81,4.1000000000000085,2.5999999999999943
2019-06-25T00:00:00Z,81.6,82.3,78.1,81,3.5,1.2999999999999972
2019-06-25T01:00:00Z,81,81.3,77,79,4,2.299999999999997
2019-06-25T02:00:00Z,80.6,81,78.1,81,2.5,0
2019-06-25T03:00:00Z,81.3,82,75.9,77,5.3999999999999915,5
2019-06-25T04:00:00Z,81.9,83,75,76,6.900000000000006,7
2019-06-25T05:00:00Z,82.4,84.1,75,76,7.400000000000006,8.099999999999994
2019-06-25T06:00:00Z,82.1,83.3,75,76,7.099999999999994,7.299999999999997
2019-06-25T07:00:00Z,81.4,82,78.1,80,3.3000000000000114,2
2019-06-25T08:00:00Z,81.2,82,81,84,0.20000000000000284,-2
2019-06-25T09:00:00Z,81.1,82,82,84,-0.9000000000000057,-2
2019-06-25T10:00:00Z,81.2,82,82.9,85,-1.7000000000000028,-3
2019-06-25T11:00:00Z,81.2,82,84,85,-2.799999999999997,-3
2019-06-25T12:00:00Z,81,81.1,84.9,86,-3.9000000000000057,-4.900000000000006
2019-06-25T13:00:00Z,80.9,81,88,89,-7.099999999999994,-8
2019-06-25T14:00:00Z,80.8,81,88,89,-7.200000000000003,-8
2019-06-25T15:00:00Z,80.7,81,89.1,90,-8.399999999999991,-9
2019-06-25T16:00:00Z,80.7,81,90,90,-9.299999999999997,-9
2019-06-25T17:00:00Z,81,81,88,88,-7,-7
2019-06-25T18:00:00Z,81,81.5,87.1,86,-6.099999999999994,-4.5
2019-06-25T19:00:00Z,81.1,82,84.9,85,-3.8000000000000114,-3
2019-06-25T20:00:00Z,81.1,81.9,84,84,-2.9000000000000057,-2.0999999999999943
2019-06-25T21:00:00Z,81.1,81.7,82.9,83,-1.8000000000000114,-1.2999999999999972
